PARTNUMBER	ALTPARTNUMBER	STOCKONHAND
1345438	010939871336	0
1347384	380040088924	0
1347822	855933000128	0
1351014	681421031028	0
13523190		0
1352350	019100068087	0
1352921	325866105035	0
1353176	070501050651	0
1353358	325866105028	0
13533588		0
13535803		0
1356476	010939913333	0
1356724	073462063050	0
1359306	072140636265	0
1360007	895384002142	0
1361245	016500040194	0
1361252	016500040125	0
1361369	839977009231	0
1362649	030768293123	0
1365840	731064602595	0
1366442	311017410073	0
13664428		0
1367630	304720339564	0
1368133	311017410257	0
13681333		0
1368604	023558682108	0
1368885	025715949918	0
137	1000000059	0
1370204	011017403203	0
1370410	072140857295	0
1370675	072140857004	0
1371699	080196300160	0
1372481	010939204448	0
1373075	057565063582	0
1373521	070066025910	0
1374321	039800038593	0
1375336	889411016226	0
1375575	038485672504	0
1376532	312547237222	0
1377258	301320079128	0
1377274	301320079500	0
1377282	301320081121	0
1377464	301490039045	0
1377480	301490039427	0
13781	064180137819	0
1379171	041333610016	0
1379924	300410810016	0
1381086	022796910141	0
1381128	305730169202	0
1383702	022796910158	0
1384874	037000306573	0
1385558	354973112032	0
1385566	354973112117	0
1385574	354973112124	0
1387034	603084026852	0
1389410	809958033616	0
1389576	047400503922	0
1389691	074182260170	0
1389840	381371058341	0
1391309	041167077306	0
1391887	311868006104	0
1392042	041167077337	0
1392737	073796412036	0
13935	737491139352	0
1393990	896116001105	0
1394212	073796010829	0
1394584	300450212122	0
1397140	075486087425	0
1397181	041167008980	0
1397512	740185029303	0
14	771733109178	0
1401157	025715677897	0
1401793	301490039298	0
1402023	037000062202	0
1402031	312547150200	0
1403567	312547150408	0
1404433	312547150422	0
140511	790011140511	0
1405174	080196300085	0
1405307	038485504072	0
1405893	022400340005	0
14076	790011140764	0
1407832	311017103555	0
1410380	300410825522	0
1411032	302810205027	0
1412501	309045154601	0
1413962	306033327214	0
1414028	309040274724	0
1414457	305730164405	0
1416031	010939050441	0
1416973	367618150054	0
1417013	381371050376	0
1418334	038485863353	0
1418771	381370034513	0
1419795	017000012032	0
1419811	010939363336	0
1420942	074676623511	0
1424134	021200765919	0
1424936	309047725243	0
1426576	010939279446	0
14266003		0
1426832	070942007238	0
1427343	010939281449	0
1427376	048694015085	0
1428069	305740071168	0
1428309	010939287441	0
1428408	010939288448	0
1428531	010939289445	0
1430222	010939294449	0
1430347	010939295446	0
1430719	309047912599	0
1431758	309047915248	0
1433978	016500086192	0
1434406	323900012523	0
1434968	307610541122	0
1435775	010939057440	0
1437391	300850756059	0
1437508	010939059444	0
1438027	305730154758	0
1438431	841058037187	0
1438480	364376809101	0
1438712	300055569195	0
1439009	025715674315	0
1439512	304721202065	0
1440791	334362000034	0
1441500	381370024941	0
1442755	304360672168	0
1444041	097467064003	0
1444835	381370007685	0
1445048	841058005261	0
1445444	185011000017	0
1446798	011017103905	0
1446806	011017101406	0
1447002	841058005490	0
1447051	011017309505	0
1447960	011017148005	0
1448489	011017122883	0
1449313	010939400444	0
1449511	077326830925	0
1450329	312843543355	0
1450808	077043101582	0
1451228	077326830833	0
1451483	841058005209	0
1451673	010939061447	0
1452762	300960686048	0
1454438	705928050754	0
145516	628949145516	0
1455286	300241352020	0
1455559	300028215012	0
1455609	302250610238	0
1455625	010939396440	0
1457076	072140031473	0
1458074	363736012106	0
1458546	309973664005	0
1462548	354973295612	0
14625480		0
1463058	715256300018	0
1463363	037000728283	0
1464213	038703001857	0
1465566	038056000019	0
1466176	010939535337	0
1469147	073462105736	0
1469196	073462150453	0
14691966		0
1469352	040565115658	0
1471648	038703003011	0
1474501	302596019061	0
1474535	302590128028	0
1474543	302596020067	0
1474808	016926001052	0
1474816	016926002059	0
1474865	732216300031	0
1474899	384702000019	0
1477892	307667390704	0
1478981	305361936723	0
1479419	309047704187	0
1480599	814832011031	0
1480904	041388002620	0
1481431	366715971623	0
1481613	381370044161	0
1481753	300650356046	0
1482249	301871373164	0
1483494	302993921165	0
1483825	010939414441	0
1484294	715912104318	0
1484310	715912104325	0
1484336	715912104332	0
1484351	715912104349	0
148464	064180148464	0
1484740	011169604510	0
1485242	022200004909	0
1485432	010939417442	0
1485457	010939343444	0
1487610	042037411121	0
1487735	681421030052	0
1488063	307667388961	0
14880636		0
1488816	300450257086	0
1489368	010939069337	0
1489632	025715923048	0
149019	693749149019	0
1492479	300650192293	0
1492743	070501013007	0
149324	064180149324	0
1496116	016500041085	0
1497916	039800011329	0
1497981	010939005441	0
1498112	047400122680	0
1498310	072140633783	0
1498922	763189194983	0
1499110	020065600380	0
15	771733109154	0
15057	790011150572	0
150626	790011150626	0
150841	728028150841	0
151C	151-C	0
153819	033674153819	0
154	1000000057	0
1560029	693749560029	0
157212	628949157212	0
157380	628949157380	0
158	1000000056	0
1581	158-C	0
15878	696859158780	0
15879	696859158797	0
159C	159-C	0
160274	790011160274	0
1602887	312547170215	0
16028876		0
1603547	053100335503	0
1604982	307667388268	0
1606474	041167333037	0
1608942	305212384000	0
1610385	304720345565	0
1610898	079854744040	0
1611797	603084261406	0
1612332	305362525254	0
1613447	363736363017	0
1613454	363736363048	0
1615707	041167095669	0
1617067	039800088635	0
1617075	039800088628	0
1617414	045611002043	0
1617570	380040085503	0
1620996	814832013394	0
1626969	300850096018	0
1627		0
1627249	375137591104	0
1627280	030768017880	0
1627413	311868701108	0
1627801	033200186601	0
1628171	044677202602	0
1628916	011509003812	0
1629047	381371153497	0
1629088	870929004706	0
1631100	302590303203	0
1631936	030103052002	0
1631951	038485321532	0
1632199	363736008857	0
1636562	300241353010	0
1638410	023185145151	0
1639350	051111111697	0
1639897	310119007389	0
1639954	037000028710	0
1641844	030768005474	0
1642420	037000028703	0
1644376	067990007907	0
1644640	345334320395	0
1646728	312547708951	0
1646900	010939591449	0
1647098	010939592446	0
1647536	019045105397	0
1649185	301320301403	0
16498396		0
1650233	745749077783	0
16515/12	1773690	0
1652304	310310283131	0
1652759	011509001634	0
1652817	030768003487	0
1653260	041167330777	0
1654243	303951207925	0
1654524	768455108527	0
1656644	302340575089	0
1657147	070942302722	0
1657329	312547434553	0
1657683	010939971333	0
1658111	012547425253	0
166-6437	1000000113	0
1660034	381370034544	0
1660240	022600210313	0
1662329	025715671505	0
1663764	051131000223	0
1663871	031604013585	0
1666353	010939924339	0
1666619	300450134042	0
1667419	614801200301	0
1668268	010939977335	0
1668763	080196299990	0
1670090	307660803058	0
1670819	010939471444	0
1671791	010939973337	0
1672088	763189599283	0
1672260	011509003201	0
1672369	310158085041	0
1672872	305213084008	0
1674050	044677100205	0
1675065	763189601801	0
1675271	073852096521	0
1675727	010939976338	0
1676014	015594010106	0
1676071	305213091006	0
1678333	310742012187	0
1679174	300410802004	0
1679232	302993921080	0
1679760	010939961334	0
168010	693749168010	0
1683069	070942304443	0
1683135	841058022015	0
1683515	052800488564	0
1684992	300450910325	0
1685676	381370044529	0
16856769		0
1687276	031604012694	0
1688548	310119056103	0
1688555	310961001023	0
1691138	052336332904	0
1691872	304960748041	0
1692821	363736378820	0
1693399	077379130997	0
1694330	305732883106	0
1694389	038785120002	0
1696152	038785551004	0
1696350	787651122533	0
1697028	022400651606	0
1697242	704142000163	0
1697655	4042809005479	0
1698448	032952655663	0
1698455	032952677887	0
1699347	070942302838	0
169C	169-C	0
16T	800543015987	0
170013	693749170013	0
1700830	038485808682	0
1701200	037000449805	0
1701838	080376015587	0
1701887	349692942251	0
1702869	023601129604	0
1704469	041608870992	0
1704659	094841300146	0
1705003	070501053706	0
1705268	041608870497	0
1705680	380041803007	0
1706258	380041804004	0
170745	884521170745	0
1707462	306033340213	0
171028	078729171028	0
1711043	037000449812	0
1712710	051131641204	0
1712728	300650085151	0
1712785	051131200999	0
1714963	051131201163	0
1715911		0
1717040	012044386002	0
1717180	4001895928642	0
1717305	300214429001	0
1718162	051131200869	0
1722446	036600814617	0
1722503	010939130334	0
1722628	010939137333	0
1722644	010939139337	0
1722719	010939142337	0
1722727	010939143334	0
1722750	010939144331	0
1722859	010939149336	0
1722917	010939151339	0
1722941	010939154330	0
1722966	010939156334	0
1723006	010939159335	0
1723063	010939163332	0
1723139	010939167330	0
1723162	010939170330	0
1723212	010939173331	0
1723337	010939180339	0
17242	064180172421	0
1724244	010939333339	0
1724533	010939352330	0
1724574	010939354334	0
1724608	010939356338	0
1724632	010939360335	0
1724913	308692452108	0
1725035	074676331027	0
1725555	358980610307	0
1726124	075486087463	0
1726546	303950300948	0
1727023	309045125595	0
1727163	010939678331	0
1727197	381370092179	0
1727445	301680062020	0
1729151	310158053064	0
17291514		0
1729474	022200962995	0
1730290	021200073632	0
1731892	305730225670	0
1733328	041167003961	0
1733583	305730150309	0
1734268	309040478603	0
1734946	051131641136	0
1737055	025715980003	0
1737923	312547701280	0
1738046	080878048373	0
1738061	080878048281	0
1738129	304303100109	0
1739143	047469004576	0
1739606	078509013531	0
1739671	300780518161	0
1739952	041608087437	0
17401	064180174012	0
1740687	814832010409	0
1741826	010939306449	0
1741917	010939362445	0
1741925	010939307446	0
1742139	041167094280	0
1742170	047469004583	0
1743319	732216300956	0
17436403		0
1743806	381371046539	0
1743863	381371046522	0
1744531	041167330739	0
1744846	051131641358	0
1745686	303950303123	0
1746478	075707011000	0
1749332	051131203655	0
1749647	051131203648	0
17502153		0
1751759	051131203686	0
1752773	035000740038	0
1753508	051131203792	0
1753599	035000740045	0
1755123	300410867362	0
1758275	051131641150	0
1758754	076314302017	0
1760099	354973314610	0
1761352	051131641259	0
1767219	814832011017	0
17672436		0
1767516	745749017819	0
1769561	351672201616	0
1770585	070501025185	0
1770643	070501025116	0
1771724	380040428003	0
1772342	300450134448	0
1773BL-L	048503277352	0
1773BL-M	048503277338	0
1773BL-XL	048503277369	0
1773ND-L	048503157357	0
1773ND-M	048503157333	0
1773ND-S	048503157326	0
1773ND-XL	048503157364	0
1774058	038703168222	0
1774843	076314302079	0
1774BL-L	048503277451	0
1774BL-M	048503277437	0
1774BL-S	048503277420	0
1775LB-M	048503167530	0
1775LB-T	048503167554	0
1775LB-XT	048503167561	0
1778703	699073140029	0
1780717	309045230510	0
1780774	036000281125	0
1782846	041670101697	0
1782994	300450813084	0
1783471	036602073449	0
1784511	010939141446	0
1784651	036602072213	0
1785211	010939143440	0
1785344	011509003720	0
1785682	354973295629	0
1786276	678112012664	0
1787241	309045711309	0
1787829	705928008168	0
1788454	306030282219	0
1788926	311868814013	0
1789197	381370036654	0
1791060	041333424019	0
1791367	076314302024	0
1791656	070501016404	0
1793306	053100520626	0
1796077	076314302055	0
179652	716963179652	0
1796895	303783635019	0
1797		0
1797570	303783637013	0
1800309	647865100171	0
180104	790011180104	0
1802107	354973301610	0
1802321	309042621601	0
1803584	740985213872	0
1803659C	306030150211	0
1804285	312547311809	0
1806611	302993917168	0
1808054	048582003309	0
1808062	323900001022	0
1808278	025715679327	0
18082784		0
1808500	037000740919	0
1811454	048582511125	0
1812577	030103050008	0
1813450	047400074002	0
18134506		0
1814383	036000150636	0
1814458	051131910010	0
1814565	324208277157	0
1818277	037867800191	0
1818376	307661021093	0
1818962	011017405078	0
1819143	076828047237	0
1819986	036000150735	0
1820232	763189016803	0
1820281	311017405307	0
1823301	010029189600	0
1824259	078300098386	0
1824267		0
1824549	891038001004	0
1824671	037867800009	0
18256	064180182567	0
1826163	039800066114	0
18263	639277182630	0
18273	064180182734	0
182807	716237182807	0
1828219	037867800351	0
1833037	054458949121	0
1833383	054458949107	0
1834001	054458949114	0
1835008	010939171443	0
183545	716237183545	0
1835453	010939172440	0
183590	716237183590	0
183668	716237183668	0
18367	716237183675	0
1837061	381370019367	0
1837129	047400098978	0
1837343	047400141490	0
1839257	787647101771	0
1839802	309041315464	0
1840222	010939177445	0
184429	716237184429	0
184436	716237184436	0
184467	716237184467	0
184474	716237184474	0
184481	716237184481	0
184498	716237184498	0
184504	716237184504	0
184511	716237184511	0
184528	716237184528	0
184542	716237184542	0
1846534	312546627710	0
1846690	636652267692	0
1847102	312546629103	0
1847961	010939210333	0
1848225	010939223333	0
1848233	010939224330	0
1848506	010939235336	0
1848522	010939236333	0
1848548	841058020059	0
1848571	010939240330	0
1848670	763189016681	0
1848738	010939242334	0
1848977	010939257338	0
1849637	010939390332	0
1849736	010939394330	0
1850023	010939402332	0
1850080	010939403339	0
1850106	010939404336	0
1850627	010939423337	0
1851500	763189017787	0
1851724	763189017756	0
1853019	012044010716	0
1853373	300670949303	0
1853407	732216300048	0
1853910	041333214016	0
1853928	041333215013	0
1853993	079400366283	0
1854488	763189017763	0
1854546	303951979914	0
1854926	375137703354	0
1856574	380040820005	0
1856640	025715683539	0
1857135	010939168337	0
1857184	025715670829	0
1858083	025715913407	0
1858240	763189017435	0
1859891	072140110192	0
1860378	323900038028	0
1861012	051131908017	0
1861558	037000359050	0
1861574	037000359067	0
1861582	037000359074	0
1861863	381370032892	0
1862499	300450525086	0
1862580	079400122155	0
1863687	025715678009	0
1865153	304960882301	0
1865757	010939198440	0
1866912	349692903757	0
1867621	086800870333	0
1867910	047701001271	0
1869189	306030169213	0
1869619	306033339217	0
187-1532	1000000112	0
1870435	303951049167	0
1871532	652308102308	0
1872654	300450910608	0
1873199	300416666310	0
1873314	035000570949	0
1874270	300416666303	0
1874643	300672091031	0
18760774		0
1876358	301320190120	0
1877604	037000061946	0
1879840	072151457774	0
188-C		0
1880582	041298017691	0
1880814	076828047022	0
1881135	076828047039	0
1881630	025715974293	0
1883578	051131000230	0
1884402	305740072165	0
1885441	077602005443	0
1887058	305211797603	0
1888775	092437306404	0
1889278	025715687209	0
1889534	345334200123	0
1891217	041100806734	0
1891704	047400312579	0
1893023	381370032625	0
1895200	381370041702	0
1895283	300780518246	0
1895937	037000728276	0
1896356	300780517249	0
1897123	041167051009	0
1899970	679090120020	0
1901354	051131199156	0
1902550	079400271778	0
1904077	070501025246	0
1904085	070501025239	0
1904093	070501025222	0
1905157	042037101442	0
1906114	036000385571	0
190679000262		0
1910017	041333048642	0
1910033	041333170640	0
1910314	070501092507	0
1910553	010939331441	0
1910751	023601017079	0
1911247	070030149659	0
1911452	041100806765	0
1911692	309045306604	0
1911734	309047590827	0
1912005	386202161214	0
1912013	025715675831	0
1912021	025715675855	0
1912260	603084223893	0
1912286	353885006934	0
1912609	038341106778	0
1912864	312546636941	0
1912948	010939336446	0
1912971	010939335449	0
1912997	010939337443	0
1913BL-M	048503291334	0
1913BL-S	048503291327	0
1913BL-XL	048503291365	0
1913WH-L	048503491352	0
1913WH-XL	048503491369	0
1917392	010939474445	0
1917715	051131201088	0
1918325	051131201149	0
192023	064180192023	0
1920263	080878044948	0
1920602	023185145809	0
1920669	363736143084	0
1920685	363736327002	0
1920875	363736041304	0
1920966	072140011529	0
1921154	073796332495	0
1921287	309045018354	0
1921386	309042013604	0
1922053	080878043026	0
1922616	309045200650	0
1923762	030768005719	0
1924620	010939351449	0
1927714	051131200982	0
1928019	736765420165	0
1928175	736765420172	0
1929371	051131197206	0
193	1000000077	0
1930007	310119056097	0
193013	064180193013	0
193037	064180193037	0
1930882	038341192931	0
1931724	381370012740	0
1932276	025715670034	0
1932284	025715670072	0
193242	064180193242	0
1932490	079511501047	0
1932516	038341165935	0
1933175	070942304184	0
1933241	070942304214	0
193358	064180193358	0
1933803	036000159493	0
1934041	010939333445	0
1934934	643281061553	0
1934967	679090310018	0
1935030	679090110014	0
1935147	679090610019	0
1935865	030768607302	0
1936129	030768607487	0
1936145	075609041631	0
1936798	075609041211	0
1936806	022600642145	0
1937333	300960722081	0
1937382	305732830100	0
1938208	022200968003	0
1938935	075609041273	0
1939578	305363757012	0
1939610	312843172531	0
1940220	381519900075	0
1941251	354162595011	0
1941327	305363990013	0
194187	5060096194187	0
1942762	033200197935	0
194293	5060096194293	0
1943406	363824277646	0
194347	5060096194347	0
1943729	300410605520	0
1943BL-L	048503194352	0
1943BL-M	048503194338	0
1943BL-S	048503194321	0
1943BL-XL	048503194369	0
1943NV-L	048503594350	0
1943NV-M	048503594336	0
1943NV-S	048503594329	0
1943NV-XL	048503594367	0
1943TN-L	048503294359	0
1943TN-M	048503294335	0
1943TN-XL	048503294366	0
1944339	745749017802	0
1944TN-L	048503294458	0
1944TN-M	048503394434	0
1944TN-S	048503394424	0
1944TN-XL	048503294465	0
1945831	080196302607	0
1945BL-L	048503194550	0
1945BL-M	048503194536	0
1945BL-S	048503194529	0
1945BL-XL	048503194567	0
1946169	079400068354	0
1946227	000774601823	0
1947159	345802276032	0
1947803	037000320241	0
1948017	350486468024	0
1949494	309045174166	0
1951011	078300056027	0
1951326	035000741004	0
1951458	309040525604	0
1951698	309040526601	0
1952027	080196300238	0
1952860	080196302935	0
1953090	305210268494	0
1954429	358232073010	0
1954866	350486084101	0
1955285	305215251002	0
1955947	038703083105	0
1955996	080196300245	0
1956846	036000193015	0
1957299	038703083280	0
1957653	366715830081	0
1957927	303951973943	0
1958024	038703083297	0
1958040	305360590858	0
1958313	041608087475	0
1958479	037000117131	0
1958685	038703083150	0
1959188	381370096580	0
1959246	037000117155	0
1959295	074676671116	0
1959568	038703083167	0
1959576	305360770854	0
1959873	354162500015	0
1960087	350383771166	0
1962117	047400156555	0
1963016	328785101508	0
1963149	038703083440	0
19638263		0
1964048	300436345042	0
1964188	047400156852	0
1964626	041388002057	0
1964766	047400156876	0
19647661		0
19651859		0
1965516	008727000020	0
1965797		0
1965920	305730160308	0
1966472	022400623726	0
1968528	074312331312	0
1968569	079400001542	0
19685694		0
1969682	076314301935	0
1970227	354973308411	0
1971506	300780473972	0
1971993	307661658206	0
1972330	300653144497	0
1972413	075609000959	0
1973767	759409022839	0
1973WH-S	048503497323	0
1975TN-L	048503197551	0
1976BL-L	048503897659	0
1976BL-M	048503897635	0
1976BL-S	048503897628	0
1976BL-XL	048503897666	0
1976NV-L	048503597658	0
1976NV-M	048503597634	0
1976NV-S	048503597627	0
1976NV-XL	048503597665	0
1976TN-L	048503197650	0
1976TN-M	048503197636	0
1976TN-S	048503197629	0
1976TN-XL	048503197667	0
1976WH-M	048503497637	0
1978295	729609019656	0
1978352	072140633066	0
1979897	883484717936	0
1980507	010939279330	0
1980655	010939290335	0
1981042	010939314338	0
1981158	305740508015	0
1981414	301871452166	0
1981695	010939300331	0
1981802	010939325334	0
1981935	010939537331	0
1981968	010939539335	0
1981976	010939542335	0
1981992	010939544339	0
1982172	010939555335	0
1982180	010939556332	0
1982271	010939563330	0
1982297	010939564337	0
1982354	010939565334	0
1982412	010939568335	0
1982438	010939569332	0
1982453	010939570338	0
1982511	010939573339	0
1982545	010939576330	0
1982552	010939577337	0
1982560	010939578334	0
1982867	010939592330	0
1982875	010939593337	0
1982883	010939595331	0
1982966	010939602336	0
1983006	010939594334	0
1983170	305730558075	0
1983311	306030823948	0
1983436	324208385562	0
1983493	301871458168	0
1983949	300450482242	0
1984129	300450176240	0
1984202	768455106912	0
1985	812122010399	0
1985720	023185056051	0
1988831	022600937524	0
1989250	070942004619	0
1989664	022600223290	0
1992262	071249187012	0
1993211	025077169726	0
1998343	300652132044	0
1998509	312546631588	0
200		0
20009	605069200097	0
200117	064180200117	0
200131	064180200131	0
200161	790011200161	0
2002434	35388500972	0
20030	745287200308	0
200315	745287200315	0
200369	790011200369	0
200383	790011200383	0
200413	790011200413	0
201		0
201032	792554201032	0
201527	064180201527	0
202		0
203		0
2031417	022200940207	0
2031425	022200940214	0
20371906		0
2038875	010939595447	0
2038891	010939594440	0
2039485	301875260033	0
204		0
2042414	305210269637	0
2043776	309971185915	0
204524	048641204524	0
204722	048641204722	0
204821	048641204821	0
205		0
2051704	010939666444	0
2055358	000774317731	0
205616	741273205616	0
206		0
2066454	710363582340	0
2068104	010939674449	0
2068401	312843555372	0
206A	206-A	0
207		0
2071082	312843555365	0
2071553	070942305808	0
207238	382902072386	0
207395	382902073956	0
2075844	351672210281	0
208		0
2080091	716837872306	0
2082-L-L	048503218256	0
2082-L-M	048503218232	0
2082-L-S	048503218225	0
2082-L-XL	048503218263	0
2082-R-L	048503218355	0
2082-R-S	048503218324	0
2082-R-XL	048503218362	0
2083-L-L	048503208455	0
2083-L-M	048503208431	0
2083-L-S	048503208424	0
2083-R-L	048503208356	0
2083-R-M	048503208332	0
2083-R-XL	048503208363	0
2083624	010939602442	0
2086239	816559011097	0
2086445	012044038840	0
2087153	042037103040	0
2087245	042037103477	0
209		0
2090082	010939621443	0
2090561	042037103750	0
2091361	041167054000	0
2092732	042037104795	0
2093409	042037103552	0
2094993	070501025130	0
2095867	051131210066	0
2096428	010939614445	0
210		0
2100535	030768003432	0
2101061	312547306256	0
2101772	041100820730	0
21017728		0
2102	042137210204	0
210201	879674001633	0
210204	879674002180	0
210207	879674002333	0
210210	879674006119	0
210214	879674007819	0
2103	042137210303	0
2104	042137210402	0
2104586	044677202657	0
2108769	079400187765	0
210C		0
211		0
211020	693749211020	0
2110757	036000188400	0
2110914	010939632449	0
21143	606746211436	0
2116564	078300098355	0
2116606	071249020517	0
212		0
212101	879674002128	0
212104	879674002166	0
212107	879674002364	0
212110	879674006126	0
212114	879674007833	0
2121721	041388260013	0
2127561	039278315103	0
2127579	381370030010	0
213		0
2131274	052800482548	0
2131803	070501026205	0
2131977	363736339425	0
21327	071662213275	0
21331	071662213312	0
21332	071662213329	0
21341	071662213411	0
2136380	041167606162	0
214		0
2140713	041167413128	0
2140838	041167423332	0
2142214	038472505242	0
2142826	787651032672	0
2143550	746876000408	0
2145621	302993923046	0
2148120	051131204010	0
2148179	051131203914	0
2148658	086800860334	0
2149466	354162596148	0
214C	214-C	0
215		0
2150159	010939511447	0
2150316	010939504449	0
2150738	086800870487	0
2150746	609863600206	0
2151389	303951949887	0
2152569	071249624043	0
2152817	034044121018	0
2152973	731928040112	0
2153468	041167605059	0
2153674	332551065703	0
2154094	351285162885	0
216		0
2161586	022200951050	0
2161610	301850648016	0
2161800	323900014428	0
2162105	301850649013	0
2162782	381519055058	0
2162832	381519055010	0
2163335	381519055065	0
2163830	323900014336	0
2163889	027917021331	0
2163962	300054463913	0
2164259	323900014329	0
2164523	323900014251	0
2165140	305363467010	0
2165769	721522152014	0
2165868	300810865241	0
2166460	323900014527	0
2166890	323900014787	0
2167252	323900014374	0
2167435	323900014350	0
2167617	323900014367	0
2167641	719869527756	0
2168672	047701000335	0
216C	216-C	0
217		0
217-C		0
2170033	079400202390	0
2170306	311845077912	0
2170488	380040087149	0
2171239	312547428200	0
2171858	312547701310	0
2172039	070907217122	0
2172625	022796916839	0
2173359	022796916846	0
2175	812122010481	0
2175362	027045646697	0
2175974	381519053290	0
2177178	303951003923	0
2177392	010939025449	0
2177459	303951005927	0
2177681	010939026446	0
2177947	010939027443	0
2179216	037000028789	0
2179513	010939023445	0
218		0
2181048	083926121004	0
2181253	303951913918	0
2181311	303952015918	0
2181691	048582000070	0
2182574	045893072482	0
2183168	044224051202	0
2183556	025715671697	0
2184018	010939450449	0
2184117	010939430441	0
2184141	041388002576	0
2185445	017000068084	0
2186195	705928045309	0
2186641	757145002467	0
2186807	312547306713	0
2186831	307667392876	0
21868313		0
2187300	307667392746	0
2187722	757145002429	0
2188969	353100128229	0
2189322	023535005050	0
2190353	010939681447	0
2192250	070501025161	0
2192458	070501025178	0
2192714	034672101536	0
2192870	307660419785	0
21928703		0
2193076	]C101108845270	0
2193357	012044342404	0
2193720	094841300542	0
2194470	310742024609	0
2194595	692121033625	0
2195659	072140881443	0
2195691	022400623924	0
2195725	300450895073	0
2196020	045893080531	0
2196301	681421030021	0
2196319	045893033056	0
2196657	010939330338	0
2196673	010939332332	0
2196681	010939468338	0
2197101	010939489333	0
2197358	010939502339	0
2199511	301871370125	0
2199800	309975306002	0
2199891	301871371122	0
219C	219-C	0
21A	771733109246	0
21B	771733109123	0
22	771733109055	0
220022	693749220022	0
2201465	300318732205	0
2202315	381371027606	0
2202687	072140006389	0
2202935	309041982512	0
2203313	603084267422	0
2203487	038703000706	0
2203529	340171003258	0
2204477	300239205307	0
2205060	300580527301	0
2205581	010939680334	0
2206027	309046214526	0
2209120	354162011016	0
2209534	010939657442	0
221000	072902221005	0
2210185	039800110985	0
2210680	039800110732	0
2211290	010939451446	0
2211936	039800110879	0
2212256	035000764416	0
2214286	012044001080	0
2215564	603084267682	0
2215903	010939667441	0
2216364	307660801351	0
22163646		0
2219756	375137703316	0
2219772	375137704016	0
2220010	010119430025	0
2222370	381519055546	0
2222727	010939494443	0
2223071	025715673882	0
2223287	071249220795	0
2223618	354973752122	0
2223667	036000318869	0
2224244	079400190246	0
2224293	010939457448	0
2225605	041388000091	0
2226140	300234554301	0
22261403		0
2226231	705928603110	0
2226702	011017314066	0
2227338	051131198104	0
2227650	010939483447	0
2227791	073796458010	0
2228690	022600408123	0
2229284	897037001144	0
2229292	041388004464	0
2229326	041388004112	0
2229359	041388067094	0
2229508	346017018400	0
2230225	831248002002	0
2230449	096986013479	0
2230563	087300700052	0
22305633		0
2230837	041383260087	0
2231207	891038001011	0
2231405	011017314059	0
2238186	078300059868	0
2238442	850803002189	0
2238566	757145001224	0
22385666		0
2239168	757145001323	0
224000	072902224006	0
2241321	302450022497	0
2246106	074300012537	0
22461063		0
2246320	075609001659	0
2246726	041167160220	0
2247427	086800687955	0
2251536	305740066164	0
2252187	033200180876	0
2252245	363824003818	0
2253565	722510027000	0
2254498	302993928041	0
2257087	011111122123	0
2258705	037000446491	0
2259232	305730165402	0
2259398	305361995539	0
2259935	077043103807	0
226-C		0
226000	072902226000	0
2261089	094841255149	0
2261535	301490326428	0
2264810	074312040702	0
2264992	010939044334	0
2265783	053100333004	0
2266179	051131015944	0
2269108	047400241459	0
2269207	041167094082	0
22709	079625227093	0
2272	042137227202	0
2273688	074312040825	0
2274306	073010380103	0
2274454	073010480100	0
2274496	037000316091	0
2276012	618029790415	0
2276467	300430113364	0
22766403		0
2278737	070942004701	0
2279339	073010280106	0
2279735	025715670041	0
2279859	025715670164	0
2280303	025715670232	0
2281129	300854115081	0
2281350	302993921400	0
2282531	043292555834	0
2283273	300851260012	0
2283463	073010314092	0
2284008	033200297802	0
2284644	070942098403	0
2284719	309045313602	0
2286128	382903282333	0
2288108	381370056591	0
22881083		0
228910	02289106	0
2294692	041167751428	0
2296010	309041102316	0
2296648	300650193108	0
2296820	303951949917	0
2297653	300870405012	0
2297869	304720735144	0
2298370	040565111827	0
23	771733109130	0
232101	879674004689	0
232110	879674006447	0
232C	232-C	0
234112	693465234112	0
235300	879674002524	0
235503	879674005877	0
235C	235-C	0
2360-L-L	048503236151	0
2360-L-M	048503236137	0
2360-L-S	048503236120	0
2360-R-L	048503236052	0
2360-R-M	048503236038	0
2360-R-XL	048503236069	0
2375-L	048503237554	0
2375-S	048503237523	0
2375-XL	048503237561	0
23902	693749239024	0
2394U	048503239404	0
24	771733109116	0
2401230	381519019906	0
2402	042137240201	0
2402329	300231822120	0
24023290		0
240300	042137240300	0
2404	042137240409	0
240C	240-C	0
241000	072902241003	0
2411700	351672203719	0
2414860	301490039786	0
2416-L	048503241667	0
2416-M	048503241636	0
2416-S	048503241629	0
2417-L	048503241759	0
2417-S	048503241728	0
2417-XL	048503241766	0
2418-L	048503241858	0
2418-M	048503241834	0
2418-S	048503241827	0
2419-L	048503241957	0
2419-M	048503241933	0
2419-XL	048503241964	0
2419315	076828046704	0
2419505	300850756127	0
242	1000000079	0
2421	048503242107	0
2422	048503242206	0
2422459	025715674490	0
2423	048503242305	0
2423200	312546623538	0
2423408	312546629288	0
2423473	312546629363	0
2423754	312546625464	0
2424075	312546629202	0
2424869	310119020135	0
2425619	076828046551	0
2426328	047400126527	0
2426757	047400120464	0
2426997	047400110366	0
2429165	076855700587	0
2437358	311017100448	0
243C	243-C	0
2440451	381370036012	0
2441855	794503210010	0
2447100	763189215503	0
